"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","대학구분","학년구분","학과구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천필요여부 상세내용","제출서류 상세내용","홈페이지주소","모집시작일","모집종료일"
"1,652","초록우산어린이재단","맥쿼리청년리더양성프로그램","민간(기타)","장학금","소득구분","해당없음","해당없음","해당없음","해당없음","기초생활수급 차상위 및 중위소득 70% 이하 가정","12학기 300만원 (총 600만원)국가장학금 및 교내장학금과 중복수혜가능","2023년도 기준 대학교(4년제) 1/2학년에 재학 중인 자발대식 및 수료식에 필수 참여 가능한 학생맥쿼리 임직원 멘토링 프로그램 및 세미나 참여 등 활동에 필수 참여 가능한 학생","해당없음","서류전형 > 면접전형","총 00명","타 기업 장학금 중복수혜 불가","해당없음","맥쿼리 청년리더 서비스 신청서자기소개서주민등록등본(뒷자리 미포함)개인정보 수집 및 이용 동의서재학증명서/ 등록금 납입 확인서 등 대학 재학을 증명할 수 있는 자료기타 선택서류* 자세한 내용은 홈페이지 참고","http://about.childfund.or.kr/main.do","2023-04-03","2023-04-28"
"1,653","강화군청","학자금대출이자지원","지자체","학자금","지역연고","해당없음","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","해당없음","해당없음","해당없음","2018년부터 한국장학재단으로부터 대출받은 일반 취업후상환환 학자금대출(등록금생활비)의 23-1학기 학자금대출 발생이자","2018년부터 한국장학재단에서 대학생 학자금(등록금 및 생활비) 대출을 받은 대학생(재학생 및 휴학생(휴학기간 6학기까지 포함))","지원신청일 현재 부 또는 모가 강화군에 1년 이상 주민등록이 되어 있는 대학생부모 모두 사망 시 학생 본인 또는 동거친족이 강화군에 1년 이상 주민등록이 되어있는 대학생","해당없음","해당없음","대학졸업생대학원생다른 기관으로부터 학자금대출 이자 전액을 지원받고 있는 자한국장학재단으로부터 학자금대출 정보 제공시점에 학자금 대출이자를 중도에 전액 상환하여 재단에 상환할 이자가 없는 자","해당없음","지원신청서재학(휴학)증명서주민등록초본가족관계증명서 * 자세한 사항은 홈페이지 공고문 참조","www.ganghwa.go.kr","2023-09-18","2023-10-06"
"1,654","시흥시인재양성재단","다함장학생(다문화가정)","지자체","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","2000000원","대학신입생 : 시흥시 관내 고등학교를 졸업한 자대학재학생 : 재단 장학생 기본자격 요건 충족 학교 및 학과 재학 중인 자 ","학생 또는 부모(법정보호자)가 1년 이상 시흥시에 거주중인 다문화가정","소득심사 60% 소득점수성적심사 30% 평균 점수 가중치거주기간 10% 기간 점수동점시 우선순위: 해당자 > 소득심사 또는 지원구간 > 성적 > 거주기간","10명","2023년 2학기 현재 9학기 이상 미인정","해당없음","신청서장학금 사용 계획서개인정보 제공 동의기본증명서(외국인 보호자 기준)주민등록표(초본)가족관계증명서(상세)재학증명서학자금지원구간 통지서해당자 장애인증명서 * 자세한 내용은 첨부파일 참고","https://www.shinjae.or.kr","2023-10-05","2023-10-24"
"1,655","(재)수림재단","신규장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","대학 입학 당해 연도의 수능성적이 4개 영역 모두 4등급 이내인 자 2023학년도 1학기 이수학점을 총 12학점 이상인 신청한 자","2022학년도 1학기 학자금 지원 구간 6구간 이내인 자 ","장학금생활지원금해외역사문화탐방 기회 제공교육기자재 지급(2023 신규장학생에 한함)"," * 2023학년도 3월 현재 국내 4년제 이상 대학5개 자연과학 부문 전공자: 물리·과학·천문·지리/ 화학/ 생물·생명과학/ 수학·통계학/ 의학(의예과)대학 입학 당해 연도의 수능성적이 4개 영역 모두 4등급 이내인 자 2023학년도 1학기 이수 학점 총 12학점 이상 신청한 자재학생(1/2학년)","해당없음","서류전형 및 면접 ","10명","해당없음","해당없음","지원신청서대학수학능력시험 성적증명서2023년도 1학기 학자금 지원 구간 증빙 자료","http://www.surim.or.kr/","2023-03-01","2023-05-12"
"1,656","재단법인 김해시미래인재장학재단","공익인재 장학생","지자체","장학금","특기자","해당없음","해당없음","해당없음","해당없음","해당없음","1인당 500000원 ","총 누적 봉사시간이 200시간 이상이며/ 공고일 기준 2023년 1년간 50시간 이상인 자김해시 관내 고등학교 및 대학교 재학생(휴학생 포함)","보호자가 김해시에 만 1년 이상 거주하고 있는 자 ※ 단/ 대학생의 경우 본인이 김해시에 1년 이상 되어있는 경우 신청 가능","신청 및 접수 ⇒ 1차 심사 및 해당기관 추천에 따른 1차선발  ⇒ 장학생 선발심의위원회 심의 ⇒ 최종 선발","20명 ","주소기간 1년 내에 잠깐이라도 관외 전출한 사실이 있으면 제외2021/ 2022년 공익인재 장학생 선발자 신청 제외","해당없음","장학생 지원서/ 장학생 추천서 각 1부고등학교 또는 대학교 재학증명서 1부보호자 부 또는 모의 주민등록 초본 1통(최근 5년 주소포함) ※ 대학생의 경우 본인 주민등록초본 가능주민등록등본(또는 부(모) 기준 가족관계증명서) 1부자원봉사실적 확인서 1부본인 또는 보호자 통장사본 1부개인정보 수집？이용？제공 및 조회 동의서 1부","www.ghjanghak.kr","2023-09-11","2023-09-22"
"1,657","(재)대한예수교장로회서울노회100주년기념장학재","장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","본 장학재단 장학금지급 운영규칙 및 이사회의 결의에 따라 지급한다","대학교 및 신학대학원 재학생으로서 다음의 항목 중 최소한 3가지 이상 해당되는 자학업성적이 우수한자사회 봉사정신이 투철한 자생활태도가 건실하고 타의 모범인 자 신앙심이 돈독한 자 가정형편이 어려운 자 ","해당없음","해당없음","대학생 및 신학대학원생 제3세계 신학생 각각 약간 00명 ","해당없음","해당없음","추천서자기소개서성적증명서재학증명서등록금 고지서 원본가족관계증명서본인명의 거래은행 통장사본 및 연락처 전화번호경제상황증명서 ","https://blog.nacer.com/spck100","2021-12-20","2022-01-14"
"1,658","이화여자대학교약학대학동창회","이대총동창회 장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","직전학기 성적 2.0/4.3 이상","가정형편이 어려운 자","1000000원(학비감면장학금)","2023년도 1학기 정규등록 학부생총동창회 신입동창환영회 및 정기총회에 반드시 참석","해당없음","해당없음","00명","등록금 초과수혜 불가","지도교수 추천","장학금 지급신청서지도교수추천서주민등록등본2022년 지방세 세목별 과세증명서건강보험증 사본 또는 건강보험자격확인서건강보험료 납부확인서 * 자세한 사항은 홈페이지 참고","http://cms.ewha.ac.kr","2023-02-03","2023-02-07"
"1,659","롯데장학재단","희망장학생","민간(기업)","장학금","기타","해당없음","해당없음","해당없음"," [자격유지 기준]12학점 이상 (4학년은 1/2학기 최소 3학점 이상)직전학기 3.2/4.5 (3.0/4.3) 이상총평점 3.5/4.5 (3.3/4.3)","해당없음","4000000원 * 자세한 사항은 홈페이지 공고 참고 ","2023년 1학기에 장학금을 수혜한 롯데희망장학생 전원 * 자세한 사항은 기관 홈페이지 공고 참고","해당없음","해당없음","해당없음","해당없음","해당없음","성적증명서2023년 2학기 '(일반/군)휴학 및 교류프로그램(교환/인턴)' 예정자","http://www.lottefoundation.or.kr/","2023-07-11","2023-07-12"
"1,660","재단법인 광주은행장학회","장학생","민간(기업)","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","1인당 2000000원 (학업보조비)","경제적 여건이 어려운 학생품행이 단정하고 학교 성적이 우수한 학생예체능 특정분야에서 공적이 있는 학생효행 및 봉사활동 등에서 타의 모범이 되는 학생각 단과대학 교학팀 세부기준 추가될 수 있음 * 위 추천기준 1개 이상 부합/ 증빙 가능하여야 함","해당없음","각 학교별 추천대상자 선별 후 재단 통보","대학별 인원 상이","해당없음","해당없음","각 대학 홈페이지 공고 참조","해당없음","2022-05-19","2022-05-20"
"1,661","(재)영암군민장학회","장애가정학생장학금","지자체","장학금","장애인","해당없음","해당없음","해당없음","해당없음","국민기초생활수급자","2000000원","부모 또는 본인이 장애 3등급 이상의 국민기초생활수급자 및 차상위계층전국 4년제 대학(전문대학)에 입학(재학)한 학생","부모와 본인이 장학생 선발 공고 당시 3년 이상 영암군에 주소를 두고 현재 거주하는 자로서 관내 고등학교를 졸업한 자","신청자가 많을 경우 저소득계층 우선 선발학생 본인이 장애가 있을 경우는 각각 신청 가능하나 부모가 장애가 있을 경우 가정별 1명만 신청 가능","1명","질병/ 입영/ 취업 등을 위해 휴학한 경우국가 또는 지방자치단체/ 공공단체 및 민간단체의 장학금/ 직장 학자금 등 타장학금을 받은 자는 제외함  (단/ 본 장학회 지급 기준액 이하를 받은 자는 이사회 의결에 의해 자격을 득할 수 있으며 차액을 지급함)이중허위 수혜자 적발 시 장학금 회수 및 장학금 지원 제외","해당없음","장학금 신청서개인정보 수집/ 이용 동의서신청인 서약서통장계좌 사본(장학금 입금 계좌)주민등록 초본(공고일 기준)가족관계증명서기초생활수급자 증명서 및 장애인 증명서등록금 납입영수증(장학금 내역 포함)재학증명서고등학교 졸업증명서","http://www.yeongam.go.kr","2023-04-17","2023-05-08"
"1,662","(재)강릉시 미래인재육성재단","자립장학금","지자체","장학금","소득구분","해당없음","해당없음","해당없음","입학생으로 대학 수능성적이 수능영역 중 3등급이 2개 영역 이상 (국어/수학/탐구(2과목))입학생으로 대학 내신성적이 상위 30% 이내재학생으로 직전 두 학기 평균 성적이 3.0 이상 (4.5 기준) * 다음 중 어느 하나 충족","기초생활 수급자 및 차상위 계층 ","1500000원","잔여학기수가 2개학기 이상/ 이수학기가 2개 학기 이상인 자학기당 최소 15학점 이상 취득자(계절학기 제외)복학생의 경우 휴학직전의 이수학기 수가 2개 학기 이상인 자","관내 고등학교를 졸업한 자선발 공고일 현재 강릉시에 1년 이상 주소를 두고 계속 거주 중인 자부모/ 친권자가 강릉시에 10년 이상 주소를 두고 계속 거주 중인 자 * 다음 중 어느 하나 충족","학업성적 30%/ 거주기간 20%/ 생활수준 50%동점자 발생 시/ 생활수준 > 학업성적 > 거주기간 순으로 선발","6명 (재학생 관내 3명/ 관외 2명/ 신입생 1명)","해당없음","차상위 계층 해당자는 장학금 지원대상자 추천서(읍/면/동장) 필요","장학금 지원신청서재학증명서고등학교 졸업증명서성적증명서자기소개서개인정보 제공 동의서가족관계증명서주민등록등본/ 초본신청자 명의 통장사본건강보험료 납부확인서 또는 건강보험자격득실확인서기타 해당 추가서류 * 자세한 내용은 첨부파일 참고","https://www.gninjae.or.kr","2023-03-17","2023-03-31"
"1,663","한국장학재단","푸른등대 기부장학금(정인욱 학술장학재단)","한국장학재단","장학금","소득구분","4년제(5~6년제포함)/전문대(2~3년제)","해당없음","해당없음","직전 정규학기 성적 백분위 80점 이상/ 최소 12학점 이상 이수","가정 외 보호시설 보호종결 또는 연장보호 중이며 학자금 지원구간 3구간 이하인 자","2500000원","대한민국 국적의 국내 4년제 및 전문 대학교 재학생","해당없음","해당없음","28명","기수혜자 선발 제외","해당없음","가정 외 보호 사실 증명서","https://www.kosaf.go.kr","2022-12-17","2022-12-26"
